idx,text,true_label,pred_label,max_prob,pred_prob,centroid_score
290,"'<PER> thought, That _<PER>_ shall be consul: I have seen The dumb men throng to see him, and the blind To hear him speak: The matrons flung their gloves, _Ladies_ and _maids_ the _scarfs_ and _handkerchiefs_, Upon him as he passed: _the nobles bended, As to <PER>'s statue; and the commons made A shower, and thunder_, with their _caps, and shouts_: I never saw the like. _Bru. Lets to the Capitol; And carry_ with us _ears and eyes for_ THE TIME, _But hearts_ for the EVENT. [And let us to the <ORG> also, and hear the civic claim of <ORG>, the military claim to dispose of the _common-weal_, as set forth by one who is himself a general 'commander-in-chief' of <LOC>'s armies, and see whether or no the Poet's own doubtful cheer on the battle-field has any echo in this place.] _Com. It is held, That valour is the chiefest virtue_, and _Most dignifies the haver_: IF IT BE, _The man I speak_ of cannot in the world Be _singly_ counterpois'd. [If it be? And he goes on to tell a story which fits, in all its points, a great hero, a true chieftain, brave as heroes of old romance, who lived when this was written, concluding thus--] _Com_. He _stopped the fliers_; And, by his rare example, made the coward Turn terror into sport: _as waves before A vessel under sail_, SO MEN OBEY'D, _And fell below his stem_: his sword, (death's stamp.) Where it did mark, it took; _from face to foot He was a thing of blood, whose every motion Was timed with dying cries_: alone he enter'd The mortal gate o'the city, which he painted With shunless destiny, aidless came off, And with a sudden re-enforcement struck <LOC>, like a planet: now, ALL'S HIS: When by and by the din of war 'gan pierce His ready sense: then straight _his doubled spirit_ Re-quicken'd what in flesh was fatigate, And to the battle came he; where he did _Run reeking o'er the lives of men, as if 'Twere a perpetual spoil_: and _till we call'd Both field and city ours, he never stood To ease his breast with panting_. _Men_. WORTHY MAN! _<NUM> Sen.",unknown,EdgarAllanPoe,0.6634674072265625,0.6634674072265625,-4.248452186584473
291,"She had not calculated, however, that the news would produce so violent an effect upon her auditor; and her voice faltered as she recounted what she knew of the affair. She had hardly concluded, before <PER>--who, as she proceeded, had been making hasty preparations--rushed from his chamber, and took the way towards <PER> <LOC>. He had no difficulty in finding the landlord, who had already occupied his accustomed seat, and was smoking his accustomed pipe, under the elm-tree. ""Well, Master <PER>, you have come to take a stomach-reliever <TIME>, I suppose,"" said <PER>, taking the pipe from his mouth. ""What shall it be?--a bumper of wine with an egg? or a glass of smooth, old, oily brandy, such as Dame <PER> and I keep for our own drinking? Come, that will do it, I know."" ""No, no! neither,"" replied <PER>, shuddering involuntarily at the bare mention of wine and strong drink. ""You know well, <PER>, the errand on which I come."" ""Well, perhaps I do,"" said the landlord. ""You come to order me to saddle my best horse. You are for a ride, <TIME>."" ""True; and I must learn of you in what direction to turn my horse's head,"" replied <PER>. ""I understand you,"" said <PER>, nodding and smiling. ""And now, Master <PER>, I really have taken a strong liking to you; and, if you please to hearken to it, you shall have some of my best advice."" ""Speak,"" said the young man, expecting to be told in what direction to pursue the chase. ""I advise you, then,"" continued <PER>, in a tone in which some real feeling mingled with assumed carelessness,--""I advise you to forget that you have ever known this girl, that she has ever existed; for she is as much lost to you as if she never had been born, or as if the grave had covered her. Come, come, man, toss off a quart of my old wine, and kept up a merry heart. This has been my way in many a heavier sorrow than ever you have felt; and you see I am alive and merry yet."" But <PER>'s merriment had failed him just as he was making his boast of it; for <PER> saw a tear in the corner of his eye. ""Forget her? Never, never!""",unknown,CharlesDickens,0.6488988995552063,0.6488988995552063,-3.8404181003570557
292,"Nay, he takes pains to tell us; he tells us in that same moment, what one who studies the NOVUM ORGANUM with the key of '_Times_' does not need to be told--can see for himself--that in his _description of the method_ he has already contrived to _make the application_, the _universal_ practical _application_. In his <ORG> INSTANCES, the mind of man is brought out already from its SPECIFIC narrowness, from its own abstract logical conceits and arrogant prenotions, into that collision with fact--the broader fact, the universal fact--and subjected to that discipline from it which is the intention of this logic. It is a 'machine' which is meant to serve to Man as a '_New' Mind_--the scientific mind, which is in harmony with nature--a mind informed and enlarged with the universal laws, the laws of <ORG>, instead of the spontaneous uninstructed mind, instead of the narrow specific mind of a barbaric race, filled with its own preposterous prenotions and vain conceits, and at war with universal nature; boldly pursuing its deadly feud with _that_, priding itself on it, making a virtue of it. It is a machine in which those human faculties which are the gifts of God to man, as the instruments of his welfare, are for the <NUM> time scientifically conjoined. It is a Machine in which _the senses_, those hitherto despised instruments in _philosophy_, by means of a scientific rule and oversight, and with the aid of scientific instruments, are made available for philosophic purposes. It is a Machine in which that organization whereby the universal nature _impresses_ itself on us--reports itself to us--striking its incessant telegraphs on us, whether we read them or not, is for the <NUM> time brought to the philosopher's aid; and it is a Machine, also, by which _speculation_, that hitherto despised instrument in _practice_, is for the <NUM> time, brought to the aid of the man of practice. It is doubly 'New': it is a Machine in which speculation becomes practical--it is a Machine in which practice becomes scientific. [_Fool_. Canst thou tell why a man's nose stands in the middle of his face? _<ORG>_. No. _Fool_. Why, to keep his eyes on either side of it, that what he cannot smell out, he may spy into.] In 'THE <ORG> INSTANCES,' the universal matter of _fact_ is already taken up and disposed of in grand masses, under these headships and chief cases, not in a miscellaneous, but scientific manner.",unknown,EdgarAllanPoe,0.985247015953064,0.985247015953064,-0.5330330729484558
293,"'Axioms determined on in argument, can never assist in the discovery of _new effects_, for the subtlety of nature is vastly superior to that of argument. But axioms properly and regularly abstracted from particulars, easily _point out and define_ NEW PARTICULARS, and _impart activity to the sciences_.' 'We are wont to call _that human reasoning_ which we apply to nature, THE ANTICIPATION OF NATURE (as being rash and premature), and that which is properly _deduced from_ THINGS, THE INTERPRETATION OF NATURE.' --(A radical distinction, which it is the <NUM> business of the new machine of the mind to establish). '_Anticipations_ are sufficiently powerful in producing _unanimity_; for if men were all to become even _uniformly mad_, they might agree tolerably well _with each other_,' (but not with nature; there's the trouble; that is _the assent_ that is wanting). 'In sciences founded upon opinions and dogmas, it is right to make use of anticipations and logic, if you wish to force assent, and _not_ things.' The difference, then, between the <NUM> hasty conceptions and rude theories of the nature of things,--the difference between the preconceptions which make the <NUM> steps of the human mind towards the attainment of truth, and those conceptions and axioms which are properly abstracted from things, and which correspond to their natures, is the difference in which science begins. And we shall find that the truths of science in this department of it, which makes our present subject are quite as new, quite as far out of the road of common opinion, and quite as unattainable by the old method of learning, as those truths with which science has already overpowered the popular notions and theories in those departments in which its powers have been already tested.",unknown,EdgarAllanPoe,0.9838466644287109,0.9838466644287109,-0.9595399498939514
295,"Do you believe in school he found out that by openin' and shuttin' his geography real slow, he could set the teacher to yawnin', and, of course, she'd set the rest of 'em off, and <PER> just had a beautiful time. His pranks was always funny ones."" <PER> gave her slow, rare smile. ""What an interesting bit of hypnosis!"" she remarked. ""Hey? Well, when that boy got older, he was real ambitious to study. He's got <NUM> o' those voices that ought to belong to a cherubim instead of a limb like him, and he wanted lessons. So he got the job of janitor in our church one winter. I got onto him later. When he'd oversleep some awful cold mornin' and arrive too late to get the furnace to workin' right, that rascal would drive the mercury up and loosen the bulb of the thermometer so that when the folks came in and went over to it to see just how cold they _was_ goin' to be, they'd see it register over <NUM> and of course they'd take their seats real satisfied."" Miss <PER> smiled again. ""Your friend certainly showed great resource and ingenuity. When those traits are joined to lofty principle, they should lift him to heights of success. Oh,""--the speaker's attitude and voice suddenly changed, and she lifted her finger to impose silence on the cooking utensils which Miss <PER> was dropping into the sink,--""listen!"" Mingled with the roulade of a song sparrow on the roof, came the flute of a human voice sounding and approaching through the field. ""Thou'rt like unto a flower, So pure, so sweet, so fair--"" The <NUM> road of the island swept over a height at some distance behind the house and the singer had left it, and was striding down the incline and through the meadow toward Miss <PER>'s. The still air brought the song while the singer was still hidden, but at last the girl saw him, and the volume of rich tone increased. At last he came bounding up the slope over which <PER> had struggled with her heavy bucket <TIME>, and then paused at sight of the stranger. He was a tall, broad-shouldered youth in a dark-blue flannel shirt and nondescript trousers. He was bareheaded, and locks of his thick blond hair were tumbling over his forehead. He looked at <PER> with curious, unembarrassed blue eyes, and, lips parted, stopped in the act of speaking. Miss <PER> came to the door. ""Well, at last, <PER>,"" she remarked.",unknown,MarkTwain,0.9405103921890259,0.9405103921890259,-3.3722946643829346
299,"But if any doubt in regard to the use of the method described, in the composition of the work now <NUM> produced as AN EXAMPLE of the use of it, should still remain in any mind; or if this method of unravelling it should seem too studious, perhaps the author's own word for it in <NUM> more quotation may be thought worth taking. '_I can give no account of my life by_ MY ACTIONS, fortune has placed _them_ too low; _I must do it_ BY MY FANCIES. And when shall I have done representing the continual agitation and change of my thoughts as they come into my head, seeing that <ORG> filled <NUM> books upon the subject of grammar.' [The commentators undertake to set him right here, but the philosopher only glances in his intention at the voluminousness of the science of _words_, in opposition to the science of _things_, which he came to establish.] 'What must prating _produce_, since prating itself, and the <NUM> beginning to speak, stuffed the world with such a horrible load of volumes. So many words about _words_ only. They accused <NUM> <ORG>, of old, of living idly; he made answer that every one ought to give account of his _actions_, but _not_ of his _leisure_. He was mistaken, for _justice_--[the civil authority]--has cognizance and _jurisdiction_ over those that _do nothing_, or only PLAY _at_ WORKING.... <PER> appears to be the sign of a disordered age. Every man applies himself negligently to the duty of his _vocation_ at such a time and debauches in it.' From that central wrong of an evil government, an infectious depravity spreads and corrupts all particulars. Everything turns from its true and natural course. Thus _scribbling_ is the sign of a disordered age. Men write in such times instead of acting; and scribble, or seem to perhaps, instead of writing openly to purpose. And yet, again, that central, and so divergent, wrong is the result of each man's particular contribution, as he goes on to assert. 'The corruption of this age is made up by the particular contributions of every individual man,'-- He were no lion, were not Romans hinds.--_Cassius_. 'Some contribute _treachery_, others _injustice_, irreligion, _tyranny_, _avarice_ and _cruelty, according as they have power; the_ WEAKER SORT CONTRIBUTE FOLLY, <ORG>, _and_ IDLENESS, and _of these_ I am one.' _Caesar_ loves no plays as thou dost, <PER>. Such men are dangerous.",unknown,EdgarAllanPoe,0.859394907951355,0.859394907951355,-3.22715425491333
303,"And thus we are able to collect, from every part of this proposal for a practical and progressive human learning, based on the defects of the unpractical and stationary learning which the world has hitherto been contented with, the author's opinion as to the form of delivery and inculcation best adapted to effect the proposed object under the given conditions. This question of form runs naturally through the whole work, and comes out in specifications of a very particular and significant kind under some of its divisions, as we shall see. But everywhere we find the point insisted on, which we have just seen so clearly brought out, in the department which was to contain the axioms of success in private life. Whatever the particular form may be, everywhere we come upon this general rule. Whatever the particular form may be, everywhere it is to be one in which the facts shall have the precedence, and the conclusions shall follow; and not one in which the conclusions stand <NUM>, and the facts are brought in to make them good. And this very circumstance is enough of itself to show that the form of this new doctrine will be thus far new, as new as the doctrine itself; that the new learning will be found in some form very different, at least, from that which the philosophers and professed teachers were then making use of in their didactic discourses, in some form so much more lively than that, and so much less oracular, that it would, perhaps, appear at <NUM>, to those accustomed only to the other, not to be any kind of learning at all, but something very different from that. But this is not the only point in the general doctrine of delivery which we find produced again in its specific applications. Through all the divisions of this discourse on <ORG>, and not in that part of it only in which the Art of its <ORG> is openly treated, we find that the prescribed form of it is one which will adapt it to the popular preconceptions; and that it must be a form which will make it not only universally acceptable, but universally attractive; that it is not only a form which will throw open the gates of the new school to all comers, but one that will bring in mankind to its benches.",unknown,EdgarAllanPoe,0.9794249534606934,0.9794249534606934,-0.6455884575843811
304,"She sprang to her feet, threw her arms round her sister's neck, gave her a final squeeze, and was gone. A chorus from <PER>, sung in her clear contralto, grew fainter and fainter until it ended in the slam of a distant door. But <PER> still sat in the dim-lit room with her chin upon her hands, and her dreamy eyes looking out into the gathering gloom. It was the duty of her, a maiden, to play the part of a mother--to guide another in paths which her own steps had not yet trodden. Since her mother died not a thought had been given to herself, all was for her father and her sister. In her own eyes she was herself very plain, and she knew that her manner was often ungracious when she would most wish to be gracious. She saw her face as the glass reflected it, but she did not see the changing play of expression which gave it its charm--the infinite pity, the sympathy, the sweet womanliness which drew towards her all who were in doubt and in trouble, even as poor slow-moving <PER> had been drawn to her that night. She was herself, she thought, outside the pale of love. But it was very different with <PER>, merry, little, quick-witted, bright-faced Ida. She was born for love. It was her inheritance. But she was young and innocent. She must not be allowed to venture too far without help in those dangerous waters. Some understanding there was between her and <PER>. In her heart of hearts <PER>, like every good woman, was a match-maker, and already she had chosen <LOC> of all men as the one to whom she could most safely confide <PER>. He had talked to her more than once on the serious topics of life, on his aspirations, on what a man could do to leave the world better for his presence. She knew that he was a man of a noble nature, high-minded and earnest. And yet she did not like this secrecy, this disinclination upon the part of <NUM> so frank and honest as <PER> to tell her what was passing. She would wait, and if she got the opportunity <DATE> she would lead <PER> himself on to this topic. It was possible that she might learn from him what her sister had refused to tell her. CHAPTER V. A NAVAL CONQUEST. It was the habit of the Doctor and the Admiral to accompany each other upon a morning ramble between breakfast and lunch.",ArthurConanDoyle,VirginiaWoolf,0.978003740310669,0.978003740310669,-0.8174744248390198
305,"My wanderings were directed towards the valley of <LOC>. I had visited it frequently during my boyhood. <DATE> had passed since then: _I_ was a wreck, but nought had changed in those savage and enduring scenes. I performed the <NUM> part of my journey on horseback. I afterwards hired a mule, as the more sure-footed and least liable to receive injury on these rugged roads. The weather was fine; it was about <DATE>, <DATE> after the death of <PER>, that miserable epoch from which I dated all my woe. The weight upon my spirit was sensibly lightened as I plunged yet deeper in the ravine of <PER>. The immense mountains and precipices that overhung me on every side, the sound of the river raging among the rocks, and the dashing of the waterfalls around spoke of a power mighty as <ORG>—and I ceased to fear or to bend before any being less almighty than that which had created and ruled the elements, here displayed in their most terrific guise. Still, as I ascended higher, the valley assumed a more magnificent and astonishing character. Ruined castles hanging on the precipices of piny mountains, the impetuous <PER>, and cottages every here and there peeping forth from among the trees formed a scene of singular beauty. But it was augmented and rendered sublime by the mighty <LOC>, whose white and shining pyramids and domes towered above all, as belonging to another earth, the habitations of another race of beings. I passed the bridge of Pélissier, where the ravine, which the river forms, opened before me, and I began to ascend the mountain that overhangs it. Soon after, I entered the valley of <LOC>. This valley is more wonderful and sublime, but not so beautiful and picturesque as that of Servox, through which I had just passed. The high and <LOC> were its immediate boundaries, but I saw no more ruined castles and fertile fields. Immense glaciers approached the road; I heard the rumbling thunder of the falling avalanche and marked the smoke of its passage. Mont Blanc, the supreme and magnificent Mont Blanc, raised itself from the surrounding _aiguilles_, and its tremendous _dôme_ overlooked the valley. A tingling long-lost sense of pleasure often came across me during this journey. Some turn in the road, some new object suddenly perceived and recognised, reminded me of days gone by, and were associated with the lighthearted gaiety of boyhood. The very winds whispered in soothing accents, and maternal Nature bade me weep no more. Then again the kindly influence ceased to act—I found myself fettered again to grief and indulging in all the misery of reflection.",unknown,EdgarAllanPoe,0.9868350625038147,0.9868350625038147,-0.2268039733171463
306,"But she has confessed.” This was a dire blow to poor <PER>, who had relied with firmness upon <PER>’s innocence. “Alas!” said she. “How shall I ever again believe in human goodness? <PER>, whom I loved and esteemed as my sister, how could she put on those smiles of innocence only to betray? Her mild eyes seemed incapable of any severity or guile, and yet she has committed a murder.” Soon after we heard that the poor victim had expressed a desire to see my cousin. My father wished her not to go but said that he left it to her own judgment and feelings to decide. “Yes,” said <PER>, “I will go, although she is guilty; and you, <PER>, shall accompany me; I cannot go alone.” The idea of this visit was torture to me, yet I could not refuse. We entered the gloomy prison chamber and beheld <PER> sitting on some straw at the farther end; her hands were manacled, and her head rested on her knees. She rose on seeing us enter, and when we were left alone with her, she threw herself at the feet of <PER>, weeping bitterly. My cousin wept also. “Oh, <PER>!” said she. “Why did you <PER> me of my last consolation? I relied on your innocence, and although I was then very wretched, I was not so miserable as I am now.” “And do you also believe that I am so very, very wicked? Do you also join with my enemies to crush me, to condemn me as a murderer?” Her voice was suffocated with sobs. “Rise, my poor girl,” said <PER>; “why do you kneel, if you are innocent? I am not one of your enemies, I believed you guiltless, notwithstanding every evidence, until I heard that you had yourself declared your guilt. That report, you say, is false; and be assured, dear <PER>, that nothing can shake my confidence in you for a moment, but your own confession.” “I did confess, but I confessed a lie. I confessed, that I might obtain absolution; but now that falsehood lies heavier at my heart than all my other sins. The God of heaven forgive me! Ever since I was condemned, my confessor has besieged me; he threatened and menaced, until I almost began to think that I was the monster that he said I was. He threatened excommunication and hell fire in my last moments if I continued obdurate.",unknown,EdgarAllanPoe,0.9784294366836548,0.9784294366836548,-2.5987565517425537
308,"Seated on the throne of Henry the Seventh, she was already the armed advocate of European freedom;--Raleigh had contrived to make her the legal sponsor for <ORG> liberties; it only needed that her patronage should be systematically extended to that new enterprise for the emancipation of the human life from the bondage of ignorance, from the tyranny of unlearning,--that enterprise which the gay, insidious <LOC> literature was already beginning to flower over and cover with its devices,--it only needed _that_, to complete the anomaly of her position. And that through <ORG>'s means was accomplished. He became himself the head of a little _Alexandrian_ establishment. His house was a home for men of learning. He employed men in literary and scientific researches on his account, whose business it was to report to him their results. He had salaried scholars at his table, to impart to him their acquisitions, <ORG>, History, Poetry, Chemistry, <ORG>, scientific research of all kinds, came under his active and persevering patronage. Returning from one of his visits to <LOC>, whither he had gone on this occasion to inspect a _seignorie_ which his 'sovereign goddess' had then lately conferred upon him, he makes his re-appearance at court with that so obscure personage, the poet of the '<PER>,' under his wing;--that same gentleman, as the court is informed, whose bucolics had already attracted so much attention in that brilliant circle. By a happy coincidence, <ORG>, it seems, had discovered this Author in the obscurity of his clerkship in <LOC>, and had determined to make use of his own influence at court to push his brother poet's fortunes there; but his efforts to benefit this poor bard _personally_, do not appear to have been attended at any time with much success. The mysterious literary partnership between these <NUM>, however, which dates apparently from an earlier period, continues to bring forth fruit of the most successful kind; and the 'Faery Queene' is not the only product of it. All kinds of books began now to be dedicated to this new and so munificent patron of arts and letters. His biographers collect his public history, not from political records only, but from the eulogies of these manifold dedications. _<PER>_, the artist, publishes his Sketches of the New World through his aid. <ORG> dedicates his History of <LOC> to him; <LOC>, his <LOC> to <LOC>.",unknown,EdgarAllanPoe,0.9736782312393188,0.9736782312393188,-0.9373252987861633
309,"HE GIVES SOME ACCOUNT OF <NUM> OF HIS SHIPMATES CALLED <PER> While we sat eating our beef and biscuit, <NUM> of the men got into a dispute, about who had been sea-faring the longest; when <PER>, who had mixed the _burgoo,_ called upon them in a loud voice to cease their clamor, for he would decide the matter for them. Of this sailor, I shall have something more to say, as I get on with my narrative; so, I will here try to describe him a little. Did you ever see a man, with his hair shaved off, and just recovered from the yellow fever? Well, just such a looking man was this sailor. He was as yellow as gamboge, had no more whisker on his cheek, than I have on my elbows. His hair had fallen out, and left him very bald, except in the nape of his neck, and just behind the ears, where it was stuck over with short little tufts, and looked like a worn-out shoe-brush. His nose had broken down in the middle, and he squinted with <NUM> eye, and did not look very straight out of the other. He dressed a good deal like a <PER> boy; for he despised the ordinary sailor-rig; wearing a pair of great over-all blue trowsers, fastened with suspenders, and <NUM> red woolen shirts, <NUM> over the other; for he was subject to the rheumatism, and was not in good health, he said; and he had a large white wool hat, with a broad rolling brim. He was a native of <LOC> city, and had a good deal to say about _highlanders,_ and _rowdies,_ whom he denounced as only good for the gallows; but I thought he looked a good deal like a _highlander_ himself. His name, as I have said, was <PER>; and he told us, he was a near relation of General <PER> of <LOC>, and swore terribly, if any one ventured to question what he asserted on that head. In fact he was a great bully, and being the best seaman on board, and very overbearing every way, all the men were afraid of him, and durst not contradict him, or cross his path in any thing. And what made this more wonderful was, that he was the weakest man, bodily, of the whole crew; and I have no doubt that young and small as I was then, compared to what I am now, I could have thrown him down.",HermanMelville,EdgarAllanPoe,0.9470123648643494,0.9470123648643494,-1.6879204511642456
310,"My best wishes to you all, and especially to <PER>, and tell him I shall come to the island to look him over in a short time."" ""Do. Mr. <PER> will take you fishing."" ""Is he always successful? Does he know just what bait to use?"" Another soft gurgle. ""You don't understand, Mr. <PER>. He uses too much bait. He catches too many fish. Good-bye. My mother has just come in. She is going with us to <LOC>."" A pause. ""She hopes to see you there. Good-bye."" Before the arrival of the <LOC> contingent at the island, <PER> received the following letter: _Dear <PER>_: You know the business that brought me to <LOC>. I proved my position all right. The old man's lawyer couldn't deny it, but the boy, not being named in the will, as, of course, I knew he wouldn't be, the lawyer said it would take a long time before he could get anything for <PER>, and advised me to put the boy into his hands. So I'm going to let him run matters to suit himself. I'm asking you if you will be good enough to pack up my stuff at the island and send everything on C.O.D. to the address on the card I enclose. You know what I found at the farm, but I've got to wait till I can get some backing before I can do anything about it. Keep it under your hat, though. You know what I left at the farm, too: out in the kitchen. Take that for your trouble. I don't know what I'm going to do next. What I do know is that a lawyer has no more blood than a turnip, and that a man can go to the expense and trouble of taking care of a boy for <DATE> and then be asked to hand him over to those that know he'll have money, without even a thank you for all he has done. I'm disgusted with the world. Your friend, <PER> When he read this, <PER> looked off thoughtfully, his thin lips twitching. ""I hope <PER> can tell me all that's between those lines,"" he thought. CHAPTER <PER> IDEAL ""Come here, <PER>,"" called <PER> at the top of her lungs.",unknown,ArthurConanDoyle,0.9948517680168152,0.9948517680168152,-0.30616000294685364
311,"Ay, as an ostler, that for the poorest piece Will bear the knave by the volume_. The honoured gods Keep <LOC> in safety, and the CHAIRS of _justice_ Supplied with WORTHY MEN; _plant_ LOVE among us. _Throng_ OUR LARGE TEMPLES _with the shows_ of PEACE, _And_ NOT _our_ STREETS _with_ WAR. _<PER>_. AMEN! AMEN! _Men_. A NOBLE wish. Thus far the Poet: but the mask through which he speaks is wanted for other purposes, for these occasional auto-biographical glimpses are but the side play of the great historical exhibition which is in progress here, and are introduced in entire subordination to its requisitions. It is, indeed, an old story into which all this <LOC> history is crowded. That mimic scene in which the great historic instances in the science of human nature and human life were brought out with such scientific accuracy, and with such matchless artistic power and splendour, was, in fact, what the <PER> himself, who ought to know, tells us it is; with so much emphasis,--not merely the mirror of nature in general, but the daguerreotype of the then yet living age, the plate which was able to give to the very _body_ of it, its _form and pressure_. That is what it was. And what is more, it was the only <ORG>, the only Spectator, the only <ORG>, in which the times could get reflected and deliberated on then, with any degree of freedom and vivacity. And yet there were minds here in <LOC> then, as acute, as reflective, as able to lead the popular mind as those that compose our leaders and reviews <DATE>. There was a mind here then, reflecting not 'ages past' only, but one that had taken its knowledge of the past from the present, that found 'in all men's lives,' a history figuring the nature of the times deceased; prophetic also: and this was the mind of the one who writes 'spirits are not finely touched but to fine issues.'",unknown,EdgarAllanPoe,0.957413911819458,0.957413911819458,-1.4872891902923584
312,"The sturdiness with which he makes good his position, as an inhabitant, for the time being, of this terrestrial ball, and, by the ordinance of God, subject to its laws, and liable to its pains and penalties, is a thing which appears, to the careful reviewer of it, on the whole, the most novel and striking feature of this demonstration. He objects, on principle, to seizures and possessions of all kinds. He refuses to be taken off his feet by any kind of solicitation. He is a man who is never ashamed to have a reason,--one that he can produce, and make intelligible to common people, for his most exquisite proceedings; that is, if he chooses: but, 'if reasons were plentiful as blackberries,' he is not the man to give them on 'compulsion.' His ideas of the common mind, his notion of the common human intelligence, or capacity for intelligence, appears to be somewhat different from that of the other philosophers. The common sense--the common form--is that which he is always seeking and _identifying_ under all the differences. It is _that_ which he is bringing out and clothing with the 'inter-tissued robe' and all the glories which he has stripped from the extant majesty. 'Robes and furred gowns hide all' no longer. He is not a bard who is careful at all about keeping his singing robes about him. He can doff them and work like a 'navvy' when he sees reason. He is very fond of coming out with good, sober, solid prose, in the heart of his poetry. He can rave upon occasion as well as another. Spontaneities of all kinds have scope and verge enough in his plot; but he always keeps an eye out, and they speak no more than is set down for them. His Pythoness foams at the mouth too, sometimes, and appears to have it all her own way, perhaps; but he knows what she is about, and there is never a word in the oracle that has not undergone his revision. He knows that <PER> tells us 'it is in vain for a sober man to knock at the floor of the Muses'; but he is one who has discovered, scientifically, the human law; and he is ready to make it good, on all sides, against all comers. And, though the <ORG> knocked at his door, as they never had at any other, they could never carry him away with them.",unknown,MarkTwain,0.9621171355247498,0.9621171355247498,-2.9063596725463867
313,"We passed rapidly along; the sun was hot, but we were sheltered from its rays by a kind of canopy while we enjoyed the beauty of the scene, sometimes on <NUM> side of the lake, where we saw Mont Salêve, the pleasant banks of <ORG>, and at a distance, surmounting all, the beautiful Mont Blanc, and the assemblage of <LOC> that in vain endeavour to emulate her; sometimes coasting the opposite banks, we saw the mighty <ORG> opposing its dark side to the ambition that would quit its native country, and an almost insurmountable barrier to the invader who should wish to enslave it. I took the hand of <PER>. “You are sorrowful, my love. Ah! If you knew what I have suffered and what I may yet endure, you would endeavour to let me taste the quiet and freedom from despair that <DATE> at least permits me to enjoy.” “Be happy, my dear <PER>,” replied <PER>; “there is, I hope, nothing to distress you; and be assured that if a lively joy is not painted in my face, my heart is contented. Something whispers to me not to depend too much on the prospect that is opened before us, but I will not listen to such a sinister voice. Observe how fast we move along and how the clouds, which sometimes obscure and sometimes rise above the dome of <ORG>, render this scene of beauty still more interesting. Look also at the innumerable fish that are swimming in the clear waters, where we can distinguish every pebble that lies at the bottom. What a divine day! How happy and serene all nature appears!” Thus <PER> endeavoured to divert her thoughts and mine from all reflection upon melancholy subjects. But her temper was fluctuating; joy for a few instants shone in her eyes, but it continually gave place to distraction and reverie. The sun sank lower in the heavens; we passed the river <PER> and observed its path through the chasms of the higher and the glens of the lower hills. The <LOC> here come closer to the lake, and we approached the amphitheatre of mountains which forms its eastern boundary. The spire of <ORG> shone under the woods that surrounded it and the range of mountain above mountain by which it was overhung. The wind, which had hitherto carried us along with amazing rapidity, sank at sunset to a light breeze; the soft air just ruffled the water and caused a pleasant motion among the trees as we approached the shore, from which it wafted the most delightful scent of flowers and hay.",unknown,JaneAusten,0.9973378777503967,0.9973378777503967,-1.8090640306472778
314,"He had partially unveiled the face of Nature, but her immortal lineaments were still a wonder and a mystery. He might dissect, anatomise, and give names; but, not to speak of a final cause, causes in their secondary and tertiary grades were utterly unknown to him. I had gazed upon the fortifications and impediments that seemed to keep human beings from entering the citadel of nature, and rashly and ignorantly I had repined. But here were books, and here were men who had penetrated deeper and knew more. I took their word for all that they averred, and I became their disciple. It may appear strange that such should arise in <DATE>; but while I followed the routine of education in the schools of <LOC>, I was, to a great degree, self-taught with regard to my favourite studies. My father was not scientific, and I was left to struggle with a child’s blindness, added to a student’s thirst for knowledge. Under the guidance of my new preceptors I entered with the greatest diligence into the search of the philosopher’s stone and the elixir of life; but the latter soon obtained my undivided attention. Wealth was an inferior object, but what glory would attend the discovery if I could banish disease from the human frame and render man <PER> to any but a violent death! Nor were these my only visions. The raising of ghosts or devils was a promise liberally accorded by my favourite authors, the fulfilment of which I most eagerly sought; and if my incantations were always unsuccessful, I attributed the failure rather to my own inexperience and mistake than to a want of skill or fidelity in my instructors. And thus for a time I was occupied by exploded systems, mingling, like an unadept, <NUM> contradictory theories and floundering desperately in a very slough of multifarious knowledge, guided by an ardent imagination and childish reasoning, till an accident again changed the current of my ideas. When I was <DATE> we had retired to our house near Belrive, when we witnessed a most violent and terrible thunderstorm. It advanced from behind the mountains of <ORG>, and the thunder burst at once with frightful loudness from various quarters of the heavens. I remained, while the storm lasted, watching its progress with curiosity and delight. As I stood at the door, on a sudden I beheld a stream of fire issue from an old and beautiful oak which stood about twenty yards from our house; and so soon as the dazzling light vanished, the oak had disappeared, and nothing remained but a blasted stump.",unknown,EdgarAllanPoe,0.984946608543396,0.984946608543396,-0.35866284370422363
